Date,Open,High,Low ,Close
12/6/11 15:00,1.00978,1.01012,1.00858,1.00923
12/6/11 19:00,1.00923,1.00957,1.00862,1.00892
12/6/11 23:00,1.00892,1.01031,1.00652,1.00999
12/7/11 3:00,1.00999,1.01251,1.00881,1.01143
12/7/11 7:00,1.01143,1.01321,1.00846,1.00902
12/7/11 11:00,1.00902,1.01139,1.00818,1.00937
12/7/11 15:00,1.00937,1.01042,1.00853,1.00922
12/7/11 19:00,1.00922,1.01019,1.00901,1.01014
12/7/11 23:00,1.01014,1.01025,1.00831,1.00852
12/8/11 3:00,1.00852,1.01046,1.0051,1.00801
12/8/11 7:00,1.00801,1.02172,1.00799,1.02164
12/8/11 11:00,1.02164,1.02332,1.01805,1.02283
12/8/11 15:00,1.02283,1.02372,1.02144,1.02177
12/8/11 19:00,1.02177,1.02515,1.01994,1.02421
12/8/11 23:00,1.02421,1.02614,1.02251,1.02402
12/9/11 3:00,1.02402,1.02511,1.0187,1.02422
12/9/11 7:00,1.02422,1.02527,1.01833,1.01927
12/9/11 11:00,1.01927,1.0197,1.01588,1.0161
12/11/11 15:00,1.0161,1.0212,1.0161,1.01975
12/11/11 19:00,1.01975,1.02127,1.01895,1.02082
12/11/11 23:00,1.02082,1.02593,1.02026,1.02585
12/12/11 3:00,1.02585,1.02709,1.0224,1.02572
12/12/11 7:00,1.02572,1.02844,1.02428,1.02643
12/12/11 11:00,1.02643,1.02788,1.02528,1.02688
12/12/11 15:00,1.02688,1.02801,1.02573,1.02715
12/12/11 19:00,1.02715,1.02728,1.02523,1.02686
12/12/11 23:00,1.02686,1.0289,1.02394,1.02699
12/13/11 3:00,1.02699,1.02747,1.02423,1.02596
12/13/11 7:00,1.02596,1.03115,1.02308,1.02875
12/13/11 11:00,1.02875,1.03481,1.02815,1.03393
12/13/11 15:00,1.03393,1.03474,1.0323,1.03409
12/13/11 19:00,1.03409,1.03465,1.03315,1.03348
12/13/11 23:00,1.03348,1.03631,1.03255,1.03443
12/14/11 3:00,1.03443,1.03919,1.033,1.0388
12/14/11 7:00,1.0388,1.04223,1.03786,1.03832
12/14/11 11:00,1.03832,1.04069,1.03745,1.03942
12/14/11 15:00,1.03942,1.03946,1.03795,1.03875
12/14/11 19:00,1.03875,1.03993,1.03759,1.03946
12/14/11 23:00,1.03946,1.04044,1.03543,1.03914
12/15/11 3:00,1.03914,1.03977,1.03191,1.03284
12/15/11 7:00,1.03284,1.03694,1.03211,1.03428
12/15/11 11:00,1.03428,1.03622,1.03353,1.03476
12/15/11 15:00,1.03476,1.03515,1.03191,1.03235
12/15/11 19:00,1.03235,1.03259,1.03101,1.0322
12/15/11 23:00,1.0322,1.03273,1.0305,1.03098
12/16/11 3:00,1.03098,1.03439,1.02965,1.03365
12/16/11 7:00,1.03365,1.04057,1.03351,1.03948
12/16/11 11:00,1.03948,1.03978,1.03668,1.0368
12/18/11 15:00,1.0368,1.04051,1.03635,1.03987
12/18/11 19:00,1.03987,1.04139,1.0392,1.04007
12/18/11 23:00,1.04007,1.04046,1.03557,1.03597
12/19/11 3:00,1.03597,1.03687,1.03335,1.03353
12/19/11 7:00,1.03353,1.03722,1.03331,1.03546
12/19/11 11:00,1.03546,1.0387,1.03512,1.03858
12/19/11 15:00,1.03858,1.03872,1.03648,1.0371
12/19/11 19:00,1.0371,1.03773,1.03676,1.037
12/19/11 23:00,1.037,1.03725,1.03231,1.03244
12/20/11 3:00,1.03244,1.03394,1.03017,1.03083
12/20/11 7:00,1.03083,1.03083,1.02621,1.02912
12/20/11 11:00,1.02912,1.0312,1.02825,1.02944
12/20/11 15:00,1.02944,1.03082,1.02592,1.02661
12/20/11 19:00,1.02661,1.02676,1.02589,1.02611
12/20/11 23:00,1.02611,1.02633,1.02143,1.02282
12/21/11 3:00,1.02282,1.03013,1.02076,1.02756
12/21/11 7:00,1.02756,1.03051,1.02583,1.02721
12/21/11 11:00,1.02721,1.02823,1.02541,1.02581
12/21/11 15:00,1.02581,1.02799,1.02572,1.02726
12/21/11 19:00,1.02726,1.02778,1.0265,1.02708
12/21/11 23:00,1.02708,1.02713,1.02275,1.02342
12/22/11 3:00,1.02342,1.02679,1.02293,1.02618
12/22/11 7:00,1.02618,1.02644,1.0205,1.02087
12/22/11 11:00,1.02087,1.02157,1.02002,1.02008
12/22/11 15:00,1.02008,1.02129,1.02002,1.02072
12/22/11 19:00,1.02072,1.02105,1.01984,1.02034
12/22/11 23:00,1.02034,1.02055,1.01832,1.02008
12/23/11 3:00,1.02008,1.02054,1.01779,1.01844
12/23/11 7:00,1.01844,1.02092,1.01812,1.0183
12/23/11 11:00,1.0183,1.02133,1.01827,1.01999
12/25/11 15:00,1.01999,1.02197,1.01999,1.02086
12/25/11 19:00,1.02086,1.02313,1.02071,1.02269
12/25/11 23:00,1.02269,1.02318,1.01792,1.01841
12/26/11 3:00,1.01841,1.01902,1.01747,1.01879
12/26/11 7:00,1.01879,1.02012,1.01867,1.01923
12/26/11 11:00,1.01923,1.02049,1.01864,1.01988
12/26/11 15:00,1.01988,1.02112,1.01759,1.02051
12/26/11 19:00,1.02051,1.0211,1.01977,1.0205
12/26/11 23:00,1.0205,1.02129,1.01996,1.02098
12/27/11 3:00,1.02098,1.0213,1.0185,1.0197
12/27/11 7:00,1.0197,1.02146,1.01887,1.01995
12/27/11 11:00,1.01995,1.02027,1.01771,1.01798
12/27/11 15:00,1.01798,1.01983,1.01798,1.01862
12/27/11 19:00,1.01862,1.02022,1.01821,1.02019
12/27/11 23:00,1.02019,1.02038,1.01744,1.01779
12/28/11 3:00,1.01779,1.0178,1.01251,1.01406
12/28/11 7:00,1.01406,1.02474,1.0138,1.02328
12/28/11 11:00,1.02328,1.02497,1.02265,1.02413
12/28/11 15:00,1.02413,1.02673,1.02325,1.02418
12/28/11 19:00,1.02418,1.02454,1.02234,1.02304
12/28/11 23:00,1.02304,1.02366,1.02225,1.02325
12/29/11 3:00,1.02325,1.02519,1.02177,1.0234
12/29/11 7:00,1.0234,1.02487,1.02013,1.02154
12/29/11 11:00,1.02154,1.02227,1.01948,1.01965
12/29/11 15:00,1.01965,1.0212,1.01939,1.0202
12/29/11 19:00,1.0202,1.02127,1.01968,1.02077
12/29/11 23:00,1.02077,1.0219,1.01946,1.02157
12/30/11 3:00,1.02157,1.02179,1.01901,1.02064
12/30/11 7:00,1.02064,1.02098,1.01569,1.01648
12/30/11 11:00,1.01648,1.0213,1.01561,1.021
1/1/12 19:00,1.021,1.021,1.01834,1.01956
1/1/12 23:00,1.01956,1.02033,1.01809,1.01864
1/2/12 3:00,1.01864,1.02074,1.01799,1.01971
1/2/12 7:00,1.01971,1.02071,1.01816,1.01854
1/2/12 11:00,1.01854,1.02094,1.01784,1.01784
1/2/12 15:00,1.01784,1.01927,1.01542,1.01575
1/2/12 19:00,1.01575,1.01629,1.0128,1.01327
1/2/12 23:00,1.01327,1.01419,1.01266,1.01372
1/3/12 3:00,1.01372,1.01375,1.00791,1.01148
1/3/12 7:00,1.01148,1.0117,1.0075,1.00988
1/3/12 11:00,1.00988,1.01149,1.00975,1.01012
1/3/12 15:00,1.01012,1.01289,1.0101,1.01265
1/3/12 19:00,1.01265,1.0139,1.01202,1.01228
1/3/12 23:00,1.01228,1.01426,1.01183,1.01257
1/4/12 3:00,1.01257,1.01611,1.01175,1.0138
1/4/12 7:00,1.0138,1.01518,1.01077,1.01186
1/4/12 11:00,1.01186,1.01348,1.01173,1.0125
1/4/12 15:00,1.0125,1.01464,1.01202,1.01371
1/4/12 19:00,1.01371,1.0144,1.01337,1.01387
1/4/12 23:00,1.01387,1.01849,1.01198,1.01801
1/5/12 3:00,1.01801,1.01974,1.01348,1.01581
1/5/12 7:00,1.01581,1.02246,1.01571,1.01814
1/5/12 11:00,1.01814,1.02022,1.01675,1.01953
1/5/12 15:00,1.01953,1.02022,1.01861,1.01861
1/5/12 19:00,1.01861,1.02113,1.01793,1.02014
1/5/12 23:00,1.02014,1.02014,1.01688,1.01807
1/6/12 3:00,1.01807,1.02263,1.01703,1.02251
1/6/12 7:00,1.02251,1.0258,1.02025,1.0253
1/6/12 11:00,1.0253,1.02849,1.02516,1.02736
1/8/12 15:00,1.02736,1.03075,1.0267,1.03044
1/8/12 19:00,1.03044,1.03181,1.03007,1.03127
1/8/12 23:00,1.03127,1.03135,1.02723,1.02732
1/9/12 3:00,1.02732,1.02989,1.02528,1.02559
1/9/12 7:00,1.02559,1.02942,1.02459,1.02606
1/9/12 11:00,1.02606,1.02655,1.02245,1.02316
1/9/12 15:00,1.02316,1.02395,1.02122,1.02151
1/9/12 19:00,1.02151,1.0218,1.01914,1.01926
1/9/12 23:00,1.01926,1.02101,1.01829,1.01905
1/10/12 3:00,1.01905,1.01933,1.01545,1.01702
1/10/12 7:00,1.01702,1.01941,1.01566,1.01716
1/10/12 11:00,1.01716,1.01814,1.01522,1.01522
1/10/12 15:00,1.01522,1.0185,1.01463,1.01781
1/10/12 19:00,1.01781,1.01818,1.01708,1.01741
1/10/12 23:00,1.01741,1.01742,1.01398,1.01407
1/11/12 3:00,1.01407,1.0178,1.01386,1.01687
1/11/12 7:00,1.01687,1.02091,1.01653,1.01983
1/11/12 11:00,1.01983,1.02012,1.01844,1.01937
1/11/12 15:00,1.01937,1.01939,1.01763,1.01871
1/11/12 19:00,1.01871,1.01874,1.01756,1.01841
1/11/12 23:00,1.01841,1.0191,1.01643,1.01651
1/12/12 3:00,1.01651,1.0189,1.01393,1.0184
1/12/12 7:00,1.0184,1.02103,1.01553,1.01869
1/12/12 11:00,1.01869,1.0197,1.01772,1.01885
1/12/12 15:00,1.01885,1.01935,1.01788,1.01826
1/12/12 19:00,1.01826,1.01933,1.01717,1.01769
1/12/12 23:00,1.01769,1.01845,1.01667,1.01691
1/13/12 3:00,1.01691,1.02038,1.01622,1.0202
1/13/12 7:00,1.0202,1.02824,1.02018,1.02442
1/13/12 11:00,1.02442,1.02549,1.02177,1.02225
1/15/12 15:00,1.02225,1.02519,1.02225,1.02354
1/15/12 19:00,1.02354,1.02373,1.02216,1.02283
1/15/12 23:00,1.02283,1.02299,1.019,1.01991
1/16/12 3:00,1.01991,1.02169,1.01891,1.01893
1/16/12 7:00,1.01893,1.02034,1.0166,1.01681
1/16/12 11:00,1.01681,1.01843,1.01636,1.01751
1/16/12 15:00,1.01751,1.01871,1.01517,1.01524
1/16/12 19:00,1.01524,1.0158,1.01389,1.01416
1/16/12 23:00,1.01416,1.01463,1.01151,1.01174
1/17/12 3:00,1.01174,1.01442,1.01114,1.01318
1/17/12 7:00,1.01318,1.01561,1.0119,1.01345
1/17/12 11:00,1.01345,1.01672,1.01336,1.01486
1/17/12 15:00,1.01486,1.0161,1.01342,1.01515
1/17/12 19:00,1.01515,1.01528,1.01339,1.01462
1/17/12 23:00,1.01462,1.01696,1.0134,1.01387
1/18/12 3:00,1.01387,1.01578,1.01178,1.01578
1/18/12 7:00,1.01578,1.01765,1.01208,1.01231
1/18/12 11:00,1.01231,1.01326,1.01094,1.011
1/18/12 15:00,1.011,1.01267,1.0104,1.01115
1/18/12 19:00,1.01115,1.01132,1.00943,1.01067
1/18/12 23:00,1.01067,1.01131,1.00905,1.01005
1/19/12 3:00,1.01005,1.01039,1.00695,1.00765
1/19/12 7:00,1.00765,1.01109,1.00699,1.01038
1/19/12 11:00,1.01038,1.01229,1.00993,1.01051
1/19/12 15:00,1.01051,1.01247,1.01037,1.0124
1/19/12 19:00,1.0124,1.01399,1.0122,1.01355
1/19/12 23:00,1.01355,1.0155,1.01199,1.01478
1/20/12 3:00,1.01478,1.01599,1.01246,1.01439
1/20/12 7:00,1.01439,1.01511,1.01299,1.01358
1/20/12 11:00,1.01358,1.01422,1.01154,1.01222
1/20/12 15:00,1.01222,1.01275,1.01222,1.01275
1/22/12 15:00,1.01275,1.01609,1.01275,1.01452
1/22/12 19:00,1.01452,1.01461,1.01279,1.01295
1/22/12 23:00,1.01295,1.0138,1.01168,1.01225
1/23/12 3:00,1.01225,1.01279,1.00786,1.00814
1/23/12 7:00,1.00814,1.0096,1.00514,1.00858
1/23/12 11:00,1.00858,1.00901,1.00666,1.00742
1/23/12 15:00,1.00742,1.00896,1.00696,1.0082
1/23/12 19:00,1.0082,1.00971,1.0082,1.00843
1/23/12 23:00,1.00843,1.01117,1.00749,1.01064
1/24/12 3:00,1.01064,1.01399,1.00997,1.01302
1/24/12 7:00,1.01302,1.01366,1.00847,1.00942
1/24/12 11:00,1.00942,1.01013,1.00866,1.00866
1/24/12 15:00,1.00866,1.01084,1.00829,1.01067
1/24/12 19:00,1.01067,1.0113,1.00983,1.01109
1/24/12 23:00,1.01109,1.01301,1.00987,1.013
1/25/12 3:00,1.013,1.01469,1.01229,1.01274
1/25/12 7:00,1.01274,1.01391,1.00665,1.00758
1/25/12 11:00,1.00758,1.00768,1.00272,1.00411
1/25/12 15:00,1.00411,1.00474,1.00323,1.00376
1/25/12 19:00,1.00376,1.00387,1.00199,1.00204
1/25/12 23:00,1.00204,1.0025,0.99973,0.99994
1/26/12 3:00,0.99994,1.00181,0.99921,1.00085
1/26/12 7:00,1.00085,1.00146,0.99803,0.99916
1/26/12 11:00,0.99916,1.00206,0.99892,1.00136
1/26/12 15:00,1.00136,1.00345,1.00105,1.0028
1/26/12 19:00,1.0028,1.00397,1.00149,1.00364
1/26/12 23:00,1.00364,1.00401,1.00068,1.001
1/27/12 3:00,1.001,1.00374,0.99868,1.00335
1/27/12 7:00,1.00335,1.00349,0.9997,1.00169
1/27/12 11:00,1.00169,1.00212,1.00034,1.0008
1/29/12 15:00,1.0008,1.00371,1.0008,1.00277
1/29/12 19:00,1.00277,1.00382,1.00193,1.00371
1/29/12 23:00,1.00371,1.00689,1.0034,1.00554
1/30/12 3:00,1.00554,1.00651,1.00375,1.00633
1/30/12 7:00,1.00633,1.00693,1.00198,1.00356
1/30/12 11:00,1.00356,1.00462,1.00124,1.00125
1/30/12 15:00,1.00125,1.00285,1.00057,1.00125
1/30/12 19:00,1.00125,1.00127,0.99981,1.00032
1/30/12 23:00,1.00032,1.00146,0.99798,0.99837
1/31/12 3:00,0.99837,0.99921,0.99642,0.99874
1/31/12 7:00,0.99874,1.00525,0.9973,1.00402
1/31/12 11:00,1.00402,1.00417,1.00185,1.00241
1/31/12 15:00,1.00241,1.0036,1.00169,1.00229
1/31/12 19:00,1.00229,1.00349,1.00159,1.00309
1/31/12 23:00,1.00309,1.00473,0.99917,0.99936
2/1/12 3:00,0.99936,1.00051,0.99736,0.99765
2/1/12 7:00,0.99765,0.99846,0.99627,0.99753
2/1/12 11:00,0.99753,0.99932,0.99708,0.99839
2/1/12 15:00,0.99839,0.99839,0.99672,0.99697
2/1/12 19:00,0.99697,0.99825,0.99687,0.99762
2/1/12 23:00,0.99762,0.99947,0.99693,0.99925
2/2/12 3:00,0.99925,1.00093,0.99776,0.99924
2/2/12 7:00,0.99924,1.00039,0.99711,0.99938
2/2/12 11:00,0.99938,0.99988,0.99868,0.99921
2/2/12 15:00,0.99921,1.00041,0.99873,0.99976
2/2/12 19:00,0.99976,0.99992,0.99899,0.99916
2/2/12 23:00,0.99916,0.99983,0.99803,0.99832
2/3/12 3:00,0.99832,1.00323,0.99785,0.99847
2/3/12 7:00,0.99847,0.99864,0.99268,0.99349
2/3/12 11:00,0.99349,0.99408,0.9924,0.9924
2/5/12 15:00,0.9924,0.99506,0.9924,0.99495
2/5/12 19:00,0.99495,0.99552,0.99406,0.99526
2/5/12 23:00,0.99526,0.99782,0.99501,0.99716
2/6/12 3:00,0.99716,0.99917,0.99581,0.99914
2/6/12 7:00,0.99914,0.99927,0.99457,0.99554
2/6/12 11:00,0.99554,0.99692,0.9951,0.99567
2/6/12 15:00,0.99567,0.99656,0.99532,0.99622
2/6/12 19:00,0.99622,0.99724,0.99508,0.99651
2/6/12 23:00,0.99651,0.99732,0.99509,0.99554
2/7/12 3:00,0.99554,0.9994,0.99534,0.99666
2/7/12 7:00,0.99666,0.99803,0.99398,0.99494
2/7/12 11:00,0.99494,0.99609,0.99417,0.99423
2/7/12 15:00,0.99423,0.99588,0.99421,0.9955
2/7/12 19:00,0.9955,0.99581,0.99445,0.99454
2/7/12 23:00,0.99454,0.99489,0.99344,0.99448
2/8/12 3:00,0.99448,0.99565,0.99344,0.9945
2/8/12 7:00,0.9945,0.99892,0.99343,0.99542
2/8/12 11:00,0.99542,0.99674,0.99531,0.99571
2/8/12 15:00,0.99571,0.99789,0.99543,0.99757
2/8/12 19:00,0.99757,0.99761,0.9953,0.99551
2/8/12 23:00,0.99551,0.99606,0.99418,0.99511
2/9/12 3:00,0.99511,0.9975,0.99396,0.99491
2/9/12 7:00,0.99491,0.99605,0.9924,0.99434
